Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-07-27 09:30:00-04:00,202.46229553222656,203.32000732421875,200.86000061035156,201.02499389648438,7794168,0.0,0
2020-07-27 10:30:00-04:00,201.02499389648438,202.8000030517578,201.02499389648438,201.63999938964844,4167677,0.0,0
2020-07-27 11:30:00-04:00,201.63999938964844,202.42999267578125,201.30999755859375,201.7100067138672,2795524,0.0,0
2020-07-27 12:30:00-04:00,201.7187042236328,202.89999389648438,201.5500030517578,202.83999633789062,2304901,0.0,0
2020-07-27 13:30:00-04:00,202.83999633789062,203.49000549316406,202.52000427246094,203.3699951171875,2636541,0.0,0
2020-07-27 14:30:00-04:00,203.3800048828125,203.9199981689453,202.6999969482422,203.83999633789062,3152763,0.0,0
2020-07-27 15:30:00-04:00,203.8300018310547,203.97000122070312,203.33999633789062,203.85000610351562,2629476,0.0,0
2020-07-28 09:30:00-04:00,203.61000061035156,204.0,202.27999877929688,202.860107421875,5695035,0.0,0
2020-07-28 10:30:00-04:00,202.86000061035156,203.4499969482422,202.25,203.11000061035156,2802425,0.0,0
2020-07-28 11:30:00-04:00,203.1199951171875,203.82000732421875,202.61000061035156,203.44000244140625,2153233,0.0,0
2020-07-28 12:30:00-04:00,203.42999267578125,204.52000427246094,203.27000427246094,204.2100067138672,2079069,0.0,0
2020-07-28 13:30:00-04:00,204.22000122070312,204.6999969482422,203.52000427246094,203.56500244140625,2437810,0.0,0
2020-07-28 14:30:00-04:00,203.57000732421875,203.91000366210938,202.66000366210938,202.74000549316406,2676617,0.0,0
2020-07-28 15:30:00-04:00,202.72999572753906,203.0399932861328,201.74000549316406,201.8800048828125,3271017,0.0,0
2020-07-29 09:30:00-04:00,202.88999938964844,204.35000610351562,202.00999450683594,204.1699981689453,5618723,0.0,0
2020-07-29 10:30:00-04:00,204.17999267578125,204.47999572753906,203.2700958251953,203.85000610351562,2320045,0.0,0
2020-07-29 11:30:00-04:00,203.83999633789062,204.05499267578125,203.0800018310547,203.44000244140625,1604727,0.0,0
2020-07-29 12:30:00-04:00,203.44000244140625,204.16000366210938,203.360107421875,203.99000549316406,1507358,0.0,0
2020-07-29 13:30:00-04:00,204.0,204.14999389648438,203.22999572753906,203.55999755859375,1694626,0.0,0
2020-07-29 14:30:00-04:00,203.5500030517578,204.58999633789062,203.3000030517578,203.97000122070312,2947303,0.0,0
2020-07-29 15:30:00-04:00,203.97999572753906,204.64999389648438,203.74000549316406,204.08999633789062,2320139,0.0,0
2020-07-30 09:30:00-04:00,201.72000122070312,202.13999938964844,199.57000732421875,200.27999877929688,8030554,0.0,0
2020-07-30 10:30:00-04:00,200.27000427246094,202.19000244140625,200.1199951171875,201.9600067138672,3770532,0.0,0
2020-07-30 11:30:00-04:00,201.94000244140625,204.00999450683594,201.89999389648438,203.28500366210938,3471495,0.0,0
2020-07-30 12:30:00-04:00,203.3300018310547,204.11000061035156,203.07000732421875,203.77000427246094,1542424,0.0,0
2020-07-30 13:30:00-04:00,203.75999450683594,203.9600067138672,203.2165985107422,203.6300048828125,1769227,0.0,0
2020-07-30 14:30:00-04:00,203.6300048828125,204.4600067138672,203.33999633789062,204.30999755859375,2388669,0.0,0
2020-07-30 15:30:00-04:00,204.3000030517578,204.35000610351562,203.42999267578125,203.88999938964844,1906456,0.0,0
2020-07-31 09:30:00-04:00,203.52499389648438,203.77000427246094,199.00999450683594,199.47340393066406,12559604,0.0,0
2020-07-31 10:30:00-04:00,199.47000122070312,202.5500030517578,199.39999389648438,201.94000244140625,5346003,0.0,0
2020-07-31 11:30:00-04:00,201.9499969482422,202.25,200.57000732421875,201.24000549316406,3462724,0.0,0
2020-07-31 12:30:00-04:00,201.22000122070312,201.3000030517578,199.8800048828125,201.14999389648438,2742178,0.0,0
2020-07-31 13:30:00-04:00,201.13999938964844,201.97999572753906,200.25,200.8000030517578,3996978,0.0,0
2020-07-31 14:30:00-04:00,200.8000030517578,204.32000732421875,200.46009826660156,203.82000732421875,7637488,0.0,0
2020-07-31 15:30:00-04:00,203.8300018310547,205.10000610351562,203.05999755859375,205.10000610351562,5903832,0.0,0
2020-08-03 09:30:00-04:00,210.7449951171875,215.16000366210938,210.44000244140625,213.25999450683594,24200860,0.0,0
2020-08-03 10:30:00-04:00,213.27000427246094,213.72000122070312,211.3800048828125,213.47000122070312,7528815,0.0,0
2020-08-03 11:30:00-04:00,213.47000122070312,214.27000427246094,213.24000549316406,213.8800048828125,5267265,0.0,0
2020-08-03 12:30:00-04:00,213.86000061035156,215.07000732421875,213.17999267578125,214.3845977783203,7171208,0.0,0
2020-08-03 13:30:00-04:00,214.4199981689453,216.3300018310547,213.85000610351562,216.17660522460938,7256915,0.0,0
2020-08-03 14:30:00-04:00,216.1898956298828,217.63999938964844,214.1999969482422,215.91000366210938,12907496,0.0,0
2020-08-03 15:30:00-04:00,215.91000366210938,217.24000549316406,215.27000427246094,216.55999755859375,7774024,0.0,0
2020-08-04 09:30:00-04:00,214.02000427246094,214.1699981689453,211.39999389648438,211.8000030517578,12525515,0.0,0
2020-08-04 10:30:00-04:00,211.80999755859375,213.1699981689453,210.30999755859375,210.7700958251953,9070904,0.0,0
2020-08-04 11:30:00-04:00,210.75,212.02000427246094,210.4499969482422,211.97000122070312,5133002,0.0,0
2020-08-04 12:30:00-04:00,211.97000122070312,212.80999755859375,211.61000061035156,212.67669677734375,3481609,0.0,0
2020-08-04 13:30:00-04:00,212.68800354003906,213.2100067138672,212.07000732421875,212.08999633789062,4542401,0.0,0
2020-08-04 14:30:00-04:00,212.08999633789062,212.10000610351562,211.1300048828125,211.60499572753906,5170448,0.0,0
2020-08-04 15:30:00-04:00,211.61500549316406,213.3699951171875,211.49000549316406,213.35000610351562,5082624,0.0,0
2020-08-05 09:30:00-04:00,213.82000732421875,214.39999389648438,212.0749969482422,213.80999755859375,8949108,0.0,0
2020-08-05 10:30:00-04:00,213.82000732421875,213.89999389648438,212.64999389648438,212.97999572753906,3880122,0.0,0
2020-08-05 11:30:00-04:00,212.9716033935547,213.08999633789062,212.27999877929688,212.4600067138672,4337279,0.0,0
2020-08-05 12:30:00-04:00,212.4550018310547,213.52999877929688,212.39999389648438,213.0500030517578,2204545,0.0,0
2020-08-05 13:30:00-04:00,213.0500030517578,213.39999389648438,212.97000122070312,213.17990112304688,1556879,0.0,0
2020-08-05 14:30:00-04:00,213.17999267578125,213.27999877929688,212.52999877929688,212.53500366210938,2074485,0.0,0
2020-08-05 15:30:00-04:00,212.5399932861328,213.0,211.57000732421875,212.9499969482422,3148657,0.0,0
2020-08-06 09:30:00-04:00,212.77999877929688,213.9499969482422,211.5500030517578,213.25999450683594,5428932,0.0,0
2020-08-06 10:30:00-04:00,213.25999450683594,214.5500030517578,212.0800018310547,213.26499938964844,5354355,0.0,0
2020-08-06 11:30:00-04:00,213.25,213.7100067138672,212.67010498046875,213.11000061035156,3356410,0.0,0
2020-08-06 12:30:00-04:00,213.1060028076172,214.26499938964844,212.91000366210938,214.00999450683594,2558575,0.0,0
2020-08-06 13:30:00-04:00,214.00999450683594,215.10000610351562,213.9945068359375,215.0,2958346,0.0,0
2020-08-06 14:30:00-04:00,214.99000549316406,216.37049865722656,214.83999633789062,215.82000732421875,4487587,0.0,0
2020-08-06 15:30:00-04:00,215.82530212402344,216.3699951171875,215.33999633789062,216.35000610351562,3971367,0.0,0
2020-08-07 09:30:00-04:00,214.6999969482422,215.6999969482422,213.9499969482422,214.46839904785156,5126396,0.0,0
2020-08-07 10:30:00-04:00,214.4600067138672,215.20779418945312,214.1300048828125,214.17999267578125,2683778,0.0,0
2020-08-07 11:30:00-04:00,214.17599487304688,214.49000549316406,212.91000366210938,213.64939880371094,2482552,0.0,0
2020-08-07 12:30:00-04:00,213.66000366210938,213.69000244140625,210.9600067138672,211.77999877929688,5471731,0.0,0
2020-08-07 13:30:00-04:00,211.7899932861328,212.38999938964844,210.92999267578125,211.17999267578125,2885737,0.0,0
2020-08-07 14:30:00-04:00,211.1699981689453,212.32000732421875,211.05999755859375,211.91000366210938,2949361,0.0,0
2020-08-07 15:30:00-04:00,211.8845977783203,212.94000244140625,211.77000427246094,212.44000244140625,3069854,0.0,0
2020-08-10 09:30:00-04:00,211.6699981689453,211.8800048828125,208.25999450683594,208.66000366210938,7967973,0.0,0
2020-08-10 10:30:00-04:00,208.6699981689453,208.6999969482422,206.35000610351562,208.0749969482422,5386923,0.0,0
2020-08-10 11:30:00-04:00,208.0800018310547,208.14999389648438,206.4600067138672,206.89999389648438,4270961,0.0,0
2020-08-10 12:30:00-04:00,206.89500427246094,208.5749969482422,206.85899353027344,208.36000061035156,3250651,0.0,0
2020-08-10 13:30:00-04:00,208.36000061035156,208.41000366210938,207.27000427246094,207.5,3216645,0.0,0
2020-08-10 14:30:00-04:00,207.51739501953125,207.88999938964844,206.77999877929688,207.30999755859375,3430078,0.0,0
2020-08-10 15:30:00-04:00,207.2899932861328,208.35000610351562,207.16000366210938,208.3300018310547,2773000,0.0,0
2020-08-11 09:30:00-04:00,205.75,206.22000122070312,203.77000427246094,205.0800018310547,13504437,0.0,0
2020-08-11 10:30:00-04:00,205.08999633789062,206.9499969482422,204.5449981689453,206.77000427246094,3551877,0.0,0
2020-08-11 11:30:00-04:00,206.77000427246094,207.49000549316406,206.13999938964844,207.14999389648438,2230769,0.0,0
2020-08-11 12:30:00-04:00,207.13870239257812,207.64999389648438,206.57000732421875,207.27000427246094,1845903,0.0,0
2020-08-11 13:30:00-04:00,207.2899932861328,207.30999755859375,205.94000244140625,206.0574951171875,1951230,0.0,0
2020-08-11 14:30:00-04:00,206.0500030517578,206.6699981689453,204.2899932861328,205.27999877929688,3557016,0.0,0
2020-08-11 15:30:00-04:00,205.27999877929688,205.30999755859375,203.13999938964844,203.3300018310547,5422783,0.0,0
2020-08-12 09:30:00-04:00,205.23899841308594,208.97000122070312,205.0399932861328,208.67999267578125,6503601,0.0,0
2020-08-12 10:30:00-04:00,208.69000244140625,209.49000549316406,208.11000061035156,208.91000366210938,3979078,0.0,0
2020-08-12 11:30:00-04:00,208.94000244140625,209.8300018310547,208.6699981689453,209.7100067138672,2907083,0.0,0
2020-08-12 12:30:00-04:00,209.72000122070312,209.75,208.61000061035156,208.72999572753906,2247748,0.0,0
2020-08-12 13:30:00-04:00,208.72999572753906,210.27999877929688,208.5800018310547,209.95260620117188,2930137,0.0,0
2020-08-12 14:30:00-04:00,209.9499969482422,210.10000610351562,209.08999633789062,209.51499938964844,2766915,0.0,0
2020-08-12 15:30:00-04:00,209.52999877929688,209.63999938964844,208.6199951171875,209.2899932861328,3037786,0.0,0
2020-08-13 09:30:00-04:00,209.7050018310547,211.2899932861328,208.84100341796875,210.17999267578125,5834629,0.0,0
2020-08-13 10:30:00-04:00,210.19000244140625,210.89999389648438,210.16000366210938,210.625,2731526,0.0,0
2020-08-13 11:30:00-04:00,210.6237030029297,211.35000610351562,210.4499969482422,211.02000427246094,2402638,0.0,0
2020-08-13 12:30:00-04:00,211.02999877929688,211.27999877929688,209.66000366210938,209.7100067138672,1799662,0.0,0
2020-08-13 13:30:00-04:00,209.74000549316406,209.99000549316406,208.14999389648438,208.97000122070312,3240781,0.0,0
2020-08-13 14:30:00-04:00,208.97999572753906,209.30999755859375,208.32000732421875,208.89999389648438,2546689,0.0,0
2020-08-13 15:30:00-04:00,208.91000366210938,209.22000122070312,208.41000366210938,208.69000244140625,1878890,0.0,0
2020-08-14 09:30:00-04:00,208.86500549316406,209.58999633789062,207.58999633789062,207.6999969482422,3830411,0.0,0
2020-08-14 10:30:00-04:00,207.69500732421875,208.6199951171875,207.50999450683594,208.5749969482422,2168811,0.0,0
2020-08-14 11:30:00-04:00,208.58999633789062,209.05020141601562,208.10000610351562,208.47999572753906,1853025,0.0,0
2020-08-14 12:30:00-04:00,208.52000427246094,209.24000549316406,208.48809814453125,208.64999389648438,1402302,0.0,0
2020-08-14 13:30:00-04:00,208.63999938964844,208.85000610351562,208.2100067138672,208.61000061035156,2606200,0.0,0
2020-08-14 14:30:00-04:00,208.60000610351562,208.8800048828125,208.02999877929688,208.1199951171875,1729597,0.0,0
2020-08-14 15:30:00-04:00,208.10000610351562,209.1199951171875,207.75,208.8800048828125,2307545,0.0,0
2020-08-17 09:30:00-04:00,209.5800018310547,210.88999938964844,208.9149932861328,210.1300048828125,4496155,0.0,0
2020-08-17 10:30:00-04:00,210.14999389648438,211.18739318847656,209.81500244140625,210.16000366210938,2979698,0.0,0
2020-08-17 11:30:00-04:00,210.1699981689453,210.2100067138672,209.50999450683594,209.69000244140625,1438081,0.0,0
2020-08-17 12:30:00-04:00,209.67999267578125,210.39999389648438,209.55999755859375,210.08999633789062,2192606,0.0,0
2020-08-17 13:30:00-04:00,210.0800018310547,210.2899932861328,209.77999877929688,210.08999633789062,1921802,0.0,0
2020-08-17 14:30:00-04:00,210.11000061035156,210.38949584960938,209.88999938964844,210.08999633789062,1599240,0.0,0
2020-08-17 15:30:00-04:00,210.09500122070312,210.60000610351562,210.0,210.24920654296875,1817591,0.0,0
2020-08-18 09:30:00-04:00,210.53500366210938,212.36000061035156,209.2100067138672,209.4600067138672,4821315,0.0,0
